post,sentiment,url,published_date,published_time,price_btc,confidence,sentiment_label,sentiment_score
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",Negative,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,2/3/2025,17:20:45,94270,0.997106969,Neutral,0.499169648
"Breaking: Trump Announces U.S. Crypto Strategic Reserve Including XRP, SOL, ADA, BTC, and ETH",Neutral,https://cryptopanic.com/news/20769643/Breaking-Trump-Announces-US-Crypto-Strategic-Reserve-Including-XRP-SOL-ADA-BTC-and-ETH?mtm_campaign=API-OFA,2/3/2025,17:11:40,94270,0.995677292,Neutral,0.534079611
Trump says Bitcoin and Ethereum will be included in US crypto reserve,Neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,2/3/2025,16:46:55,94270,0.999987721,Neutral,0.651403427
"Trump directs working group to ‘move forward’ on SOL, XRP, and ADA Crypto Strategic Reserve",Neutral,https://cryptopanic.com/news/20769328/Trump-directs-working-group-to-move-forward-on-SOL-XRP-and-ADA-Crypto-Strategic-Reserve?mtm_campaign=API-OFA,2/3/2025,15:47:32,94270,0.99999404,Neutral,0.76990962
El Salvador continues to buy the Bitcoin dip adding to its National Reserve,Neutral,https://cryptopanic.com/news/20768374/El-Salvador-continues-to-buy-the-Bitcoin-dip-adding-to-its-National-Reserve?mtm_campaign=API-OFA,2/3/2025,8:10:29,94270,0.999987841,Bullish,0.548264563
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",Neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,2/3/2025,19:31:52,94270,0.999990702,Neutral,0.735193789
"MICHAEL SAYLOR: ""Bitcoin is the foundation of the crypto economy.""",Neutral,https://cryptopanic.com/news/20769970/MICHAEL-SAYLOR-Bitcoin-is-the-foundation-of-the-crypto-economy?mtm_campaign=API-OFA,2/3/2025,19:14:12,94270,0.982882261,Bullish,0.6442312
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",Neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,2/3/2025,19:31:52,94270,0.999990702,Neutral,0.735193789
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",Negative,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,2/3/2025,17:20:45,94270,0.997106969,Neutral,0.499169648
Trump says Bitcoin and Ethereum will be included in US crypto reserve,Neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,2/3/2025,16:46:55,94270,0.999987721,Neutral,0.651403427
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",Neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,2/3/2025,19:31:52,104017,0.999990702,Neutral,0.735193789
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",Negative,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,2/3/2025,17:20:45,104017,0.997106969,Neutral,0.499169648
Trump says Bitcoin and Ethereum will be included in US crypto reserve,Neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,2/3/2025,16:46:55,104017,0.999987721,Neutral,0.651403427
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",Neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,2/3/2025,19:31:52,104021,0.999990702,Neutral,0.735193789
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",Negative,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,2/3/2025,17:20:45,104021,0.997106969,Neutral,0.499169648
Trump says Bitcoin and Ethereum will be included in US crypto reserve,Neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,2/3/2025,16:46:55,104021,0.999987721,Neutral,0.651403427
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",Neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,2/3/2025,19:31:52,103988,0.999990702,Neutral,0.735193789
Analyst Benjamin Cowen warns Ethereum could drop another 50%,Negative,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,2/4/2025,15:27:44,82516.29,0.993916929,Bearish,0.841382742
Analyst Benjamin Cowen warns Ethereum could drop another 50%,Negative,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,2/4/2025,15:27:44,82516.29,0.993916929,Bearish,0.841382742
Analyst Benjamin Cowen warns Ethereum could drop another 50%,Negative,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,2/4/2025,15:27:44,82516.29,0.993916929,Bearish,0.841382742
Analyst Benjamin Cowen warns Ethereum could drop another 50%,Negative,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,2/4/2025,15:27:44,82516.29,0.993916929,Bearish,0.841382742
Analyst Benjamin Cowen warns Ethereum could drop another 50%,Negative,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,2/4/2025,15:27:44,103997,0.993916929,Bearish,0.841382742
Analyst Benjamin Cowen warns Ethereum could drop another 50%,Negative,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,2/4/2025,15:27:44,103988,0.993916929,Bearish,0.841382742
Analyst Benjamin Cowen warns Ethereum could drop another 50%,Negative,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,2/4/2025,15:27:44,103945,0.993916929,Bearish,0.841382742
"Apple Lifts iOS Restrictions Allowing Bitcoin, Crypto Payments and NFTs; Ends 30% Apple Tax",Positive,https://cryptopanic.com/news/21526627/Apple-Lifts-iOS-Restrictions-Allowing-Bitcoin-Crypto-Payments-and-NFTs-Ends-30-Apple-Tax?mtm_campaign=API-OFA,2/5/2025,23:05:11,103997,0.931032896,Bullish,0.53008014
Bitcoin’s Push to $100K Puts More Than $3 Billion in Short Positions at Risk,Neutral,https://cryptopanic.com/news/21518520/Bitcoins-Push-to-100K-Puts-More-Than-3-Billion-in-Short-Positions-at-Risk?mtm_campaign=API-OFA,2/5/2025,16:02:28,103997,0.996635616,Neutral,0.570313096
"Ether more ‘like a memecoin,’ says trading firm as ETH drops 45% YTD",Negative,https://cryptopanic.com/news/21516615/Ether-more-like-a-memecoin-says-trading-firm-as-ETH-drops-45-YTD?mtm_campaign=API-OFA,2/5/2025,14:30:23,103997,0.999512553,Neutral,0.991257191
"Two Prime Ditches Ethereum for Bitcoin, Citing ‘Meme Coin’ Behavior",Neutral,https://cryptopanic.com/news/21511163/Two-Prime-Ditches-Ethereum-for-Bitcoin-Citing-Meme-Coin-Behavior?mtm_campaign=API-OFA,2/5/2025,11:47:39,103997,0.999850988,Neutral,0.629393578
Bitcoin’s Push to $100K Puts More Than $3 Billion in Short Positions at Risk,Neutral,https://cryptopanic.com/news/21518520/Bitcoins-Push-to-100K-Puts-More-Than-3-Billion-in-Short-Positions-at-Risk?mtm_campaign=API-OFA,2/5/2025,16:02:28,103988,0.996635616,Neutral,0.570313096
"Ether more ‘like a memecoin,’ says trading firm as ETH drops 45% YTD",Negative,https://cryptopanic.com/news/21516615/Ether-more-like-a-memecoin-says-trading-firm-as-ETH-drops-45-YTD?mtm_campaign=API-OFA,2/5/2025,14:30:23,103988,0.999512553,Neutral,0.991257191
"Two Prime Ditches Ethereum for Bitcoin, Citing ‘Meme Coin’ Behavior",Neutral,https://cryptopanic.com/news/21511163/Two-Prime-Ditches-Ethereum-for-Bitcoin-Citing-Meme-Coin-Behavior?mtm_campaign=API-OFA,2/5/2025,11:47:39,103988,0.999850988,Neutral,0.629393578
"Apple Lifts iOS Restrictions Allowing Bitcoin, Crypto Payments and NFTs; Ends 30% Apple Tax",Positive,https://cryptopanic.com/news/21526627/Apple-Lifts-iOS-Restrictions-Allowing-Bitcoin-Crypto-Payments-and-NFTs-Ends-30-Apple-Tax?mtm_campaign=API-OFA,2/5/2025,23:05:11,103945,0.931032896,Bullish,0.53008014
Bitcoin’s Push to $100K Puts More Than $3 Billion in Short Positions at Risk,Neutral,https://cryptopanic.com/news/21518520/Bitcoins-Push-to-100K-Puts-More-Than-3-Billion-in-Short-Positions-at-Risk?mtm_campaign=API-OFA,2/5/2025,16:02:28,103945,0.996635616,Neutral,0.570313096
"Ether more ‘like a memecoin,’ says trading firm as ETH drops 45% YTD",Negative,https://cryptopanic.com/news/21516615/Ether-more-like-a-memecoin-says-trading-firm-as-ETH-drops-45-YTD?mtm_campaign=API-OFA,2/5/2025,14:30:23,103945,0.999512553,Neutral,0.991257191
"Two Prime Ditches Ethereum for Bitcoin, Citing ‘Meme Coin’ Behavior",Neutral,https://cryptopanic.com/news/21511163/Two-Prime-Ditches-Ethereum-for-Bitcoin-Citing-Meme-Coin-Behavior?mtm_campaign=API-OFA,2/5/2025,11:47:39,103945,0.999850988,Neutral,0.629393578
Trump Swaps BTC-e Founder Vinnik for U.S. Teacher in Russia Deal,Neutral,https://cryptopanic.com/news/20689983/Trump-Swaps-BTC-e-Founder-Vinnik-for-US-Teacher-in-Russia-Deal?mtm_campaign=API-OFA,2/13/2025,7:47:18,96608.14,0.99997282,Neutral,0.724139512
Trump Swaps BTC-e Founder Vinnik for U.S. Teacher in Russia Deal,Neutral,https://cryptopanic.com/news/20689983/Trump-Swaps-BTC-e-Founder-Vinnik-for-US-Teacher-in-Russia-Deal?mtm_campaign=API-OFA,2/13/2025,7:47:18,104017,0.99997282,Neutral,0.724139512
Trump Swaps BTC-e Founder Vinnik for U.S. Teacher in Russia Deal,Neutral,https://cryptopanic.com/news/20689983/Trump-Swaps-BTC-e-Founder-Vinnik-for-US-Teacher-in-Russia-Deal?mtm_campaign=API-OFA,2/13/2025,7:47:18,104021,0.99997282,Neutral,0.724139512
Barclays Invests $131M in BlackRock Bitcoin ETF as Institutional Adoption Grows,Neutral,https://cryptopanic.com/news/20698719/Barclays-Invests-131M-in-BlackRock-Bitcoin-ETF-as-Institutional-Adoption-Grows?mtm_campaign=API-OFA,2/14/2025,18:33:51,97500.48,0.999823034,Neutral,0.697103679
"GameStop Considers Bitcoin Investment, Stock Surges on Speculation",Neutral,https://cryptopanic.com/news/20695850/GameStop-Considers-Bitcoin-Investment-Stock-Surges-on-Speculation?mtm_campaign=API-OFA,2/14/2025,8:29:19,97500.48,0.997659802,Bearish,0.553276896
"Billions in Bitcoin and Ethereum Options Expire, Market Braces for Volatility",Neutral,https://cryptopanic.com/news/20695829/Billions-in-Bitcoin-and-Ethereum-Options-Expire-Market-Braces-for-Volatility?mtm_campaign=API-OFA,2/14/2025,8:20:04,97500.48,0.999988675,Neutral,0.522152543
Barclays Invests $131M in BlackRock Bitcoin ETF as Institutional Adoption Grows,Neutral,https://cryptopanic.com/news/20698719/Barclays-Invests-131M-in-BlackRock-Bitcoin-ETF-as-Institutional-Adoption-Grows?mtm_campaign=API-OFA,2/14/2025,18:33:51,104017,0.999823034,Neutral,0.697103679
"GameStop Considers Bitcoin Investment, Stock Surges on Speculation",Neutral,https://cryptopanic.com/news/20695850/GameStop-Considers-Bitcoin-Investment-Stock-Surges-on-Speculation?mtm_campaign=API-OFA,2/14/2025,8:29:19,104017,0.997659802,Bearish,0.553276896
"Billions in Bitcoin and Ethereum Options Expire, Market Braces for Volatility",Neutral,https://cryptopanic.com/news/20695829/Billions-in-Bitcoin-and-Ethereum-Options-Expire-Market-Braces-for-Volatility?mtm_campaign=API-OFA,2/14/2025,8:20:04,104017,0.999988675,Neutral,0.522152543
Barclays Invests $131M in BlackRock Bitcoin ETF as Institutional Adoption Grows,Neutral,https://cryptopanic.com/news/20698719/Barclays-Invests-131M-in-BlackRock-Bitcoin-ETF-as-Institutional-Adoption-Grows?mtm_campaign=API-OFA,2/14/2025,18:33:51,104021,0.999823034,Neutral,0.697103679
"GameStop Considers Bitcoin Investment, Stock Surges on Speculation",Neutral,https://cryptopanic.com/news/20695850/GameStop-Considers-Bitcoin-Investment-Stock-Surges-on-Speculation?mtm_campaign=API-OFA,2/14/2025,8:29:19,104021,0.997659802,Bearish,0.553276896
"Billions in Bitcoin and Ethereum Options Expire, Market Braces for Volatility",Neutral,https://cryptopanic.com/news/20695829/Billions-in-Bitcoin-and-Ethereum-Options-Expire-Market-Braces-for-Volatility?mtm_campaign=API-OFA,2/14/2025,8:20:04,104021,0.999988675,Neutral,0.522152543
Senator Lummis Leads Push for Bitcoin in U.S. Economy,Positive,https://cryptopanic.com/news/20701931/Senator-Lummis-Leads-Push-for-Bitcoin-in-US-Economy?mtm_campaign=API-OFA,2/15/2025,17:06:27,97569.66,0.921150982,Bullish,0.598758459
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",Positive,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,2/17/2025,21:00:12,95780,0.996556282,Neutral,0.52403897
"Banking Giant JPMorgan Chase Holds $1,016,728 in Bitcoin and Ethereum ETFs, According to New SEC Filing",Neutral,https://cryptopanic.com/news/20708787/Banking-Giant-JPMorgan-Chase-Holds-1016728-in-Bitcoin-and-Ethereum-ETFs-According-to-New-SEC-Filing?mtm_campaign=API-OFA,2/17/2025,17:55:54,95780,0.999998927,Neutral,0.649989963
"$ETH ""Fun"" Fact:

If ETH were to still trade at the same ETH/BTC ratio as it did after the FTX Collapse &amp; 2022 Bear Market Bottom, it would now be valued at $7K+.

That's if it just kept up with $BTC's pace.",Neutral,https://cryptopanic.com/news/20705979/ETH-Fun-Fact-If-ETH-were-to-still-trade-at-the-same-ETHBTC-ratio-as-it-did-after-the-FTX-Collapse-amp-2022-Bear-Market-Bottom-it-would-now-be-valued-at-7K-Thats-if-it-just-kept-up-with-BTCs-pace?mtm_campaign=API-OFA,2/17/2025,8:01:00,95780,0.999977112,Neutral,0.486433953
Abu Dhabi’s Mubadala Invests $436M in BlackRock’s Bitcoin ETF,Neutral,https://cryptopanic.com/news/20705900/Abu-Dhabis-Mubadala-Invests-436M-in-BlackRocks-Bitcoin-ETF?mtm_campaign=API-OFA,2/17/2025,7:31:40,95780,0.999998331,Neutral,0.715864837
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",Positive,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,2/17/2025,21:00:12,95780,0.996556282,Neutral,0.52403897
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",Positive,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,2/17/2025,21:00:12,95780,0.996556282,Neutral,0.52403897
Abu Dhabi’s Mubadala Invests $436M in BlackRock’s Bitcoin ETF,Neutral,https://cryptopanic.com/news/20705900/Abu-Dhabis-Mubadala-Invests-436M-in-BlackRocks-Bitcoin-ETF?mtm_campaign=API-OFA,2/17/2025,7:31:40,95780,0.999998331,Neutral,0.715864837
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",Positive,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,2/17/2025,21:00:12,104017,0.996556282,Neutral,0.52403897
Abu Dhabi’s Mubadala Invests $436M in BlackRock’s Bitcoin ETF,Neutral,https://cryptopanic.com/news/20705900/Abu-Dhabis-Mubadala-Invests-436M-in-BlackRocks-Bitcoin-ETF?mtm_campaign=API-OFA,2/17/2025,7:31:40,104017,0.999998331,Neutral,0.715864837
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",Positive,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,2/17/2025,21:00:12,104021,0.996556282,Neutral,0.52403897
Abu Dhabi’s Mubadala Invests $436M in BlackRock’s Bitcoin ETF,Neutral,https://cryptopanic.com/news/20705900/Abu-Dhabis-Mubadala-Invests-436M-in-BlackRocks-Bitcoin-ETF?mtm_campaign=API-OFA,2/17/2025,7:31:40,104021,0.999998331,Neutral,0.715864837
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,Neutral,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,2/19/2025,17:28:08,96644.37,0.994310975,Neutral,0.873458683
Strategy Plans $2B Stock Sale to Buy More Bitcoin,Neutral,https://cryptopanic.com/news/20717257/Strategy-Plans-2B-Stock-Sale-to-Buy-More-Bitcoin?mtm_campaign=API-OFA,2/19/2025,10:02:19,96644.37,0.999410629,Neutral,0.510754526
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,Neutral,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,2/19/2025,17:28:08,96644.37,0.994310975,Neutral,0.873458683
Strategy Plans $2B Stock Sale to Buy More Bitcoin,Neutral,https://cryptopanic.com/news/20717257/Strategy-Plans-2B-Stock-Sale-to-Buy-More-Bitcoin?mtm_campaign=API-OFA,2/19/2025,10:02:19,96644.37,0.999410629,Neutral,0.510754526
Strategy Plans $2B Stock Sale to Buy More Bitcoin,Neutral,https://cryptopanic.com/news/20717257/Strategy-Plans-2B-Stock-Sale-to-Buy-More-Bitcoin?mtm_campaign=API-OFA,2/19/2025,10:02:19,104017,0.999410629,Neutral,0.510754526
Strategy Plans $2B Stock Sale to Buy More Bitcoin,Neutral,https://cryptopanic.com/news/20717257/Strategy-Plans-2B-Stock-Sale-to-Buy-More-Bitcoin?mtm_campaign=API-OFA,2/19/2025,10:02:19,104021,0.999410629,Neutral,0.510754526
Are XRP and DOGE Preparing for 25% Price Moves?,Neutral,https://cryptopanic.com/news/20724564/Are-XRP-and-DOGE-Preparing-for-25-Price-Moves?mtm_campaign=API-OFA,2/20/2025,15:10:57,98305,0.996866643,Bullish,0.507425129
Cardano vs Ethereum,Neutral,https://cryptopanic.com/news/20724115/Cardano-vs-Ethereum?mtm_campaign=API-OFA,2/20/2025,13:50:12,98305,0.999907851,Bullish,0.489759237
Coinbase CEO’s Hot Take: Bitcoin Is Basically A ‘Meme Coin’,Neutral,https://cryptopanic.com/news/20731508/Coinbase-CEOs-Hot-Take-Bitcoin-Is-Basically-A-Meme-Coin?mtm_campaign=API-OFA,2/21/2025,21:00:16,96181.98,0.999996901,Bullish,0.390158415
Coinbase CEO’s Hot Take: Bitcoin Is Basically A ‘Meme Coin’,Neutral,https://cryptopanic.com/news/20731508/Coinbase-CEOs-Hot-Take-Bitcoin-Is-Basically-A-Meme-Coin?mtm_campaign=API-OFA,2/21/2025,21:00:16,104017,0.999996901,Bullish,0.390158415
Coinbase CEO’s Hot Take: Bitcoin Is Basically A ‘Meme Coin’,Neutral,https://cryptopanic.com/news/20731508/Coinbase-CEOs-Hot-Take-Bitcoin-Is-Basically-A-Meme-Coin?mtm_campaign=API-OFA,2/21/2025,21:00:16,104021,0.999996901,Bullish,0.390158415
"Bitcoin lacks strength, but ETH, BNB, XMR, and TAO show promise",Positive,https://cryptopanic.com/news/20736691/Bitcoin-lacks-strength-but-ETH-BNB-XMR-and-TAO-show-promise?mtm_campaign=API-OFA,2/23/2025,18:53:43,103988,0.999962568,Bearish,0.830741286
Montana’s Bitcoin reserve bill rejected by House lawmakers,Neutral,https://cryptopanic.com/news/20737277/Montanas-Bitcoin-reserve-bill-rejected-by-House-lawmakers?mtm_campaign=API-OFA,2/24/2025,0:19:19,103988,0.992130339,Neutral,0.934812188
Strategy Makes Largest Bitcoin Purchase of 2025 with $2B Investment,Neutral,https://cryptopanic.com/news/20744007/Strategy-Makes-Largest-Bitcoin-Purchase-of-2025-with-2B-Investment?mtm_campaign=API-OFA,2/25/2025,8:04:40,88680.4,0.999987245,Neutral,0.804490685
GOP Divisions Threaten State-Level Bitcoin Reserve Bills,Neutral,https://cryptopanic.com/news/20743945/GOP-Divisions-Threaten-State-Level-Bitcoin-Reserve-Bills?mtm_campaign=API-OFA,2/25/2025,7:54:28,88680.4,0.999961615,Neutral,0.536702216
Strategy Makes Largest Bitcoin Purchase of 2025 with $2B Investment,Neutral,https://cryptopanic.com/news/20744007/Strategy-Makes-Largest-Bitcoin-Purchase-of-2025-with-2B-Investment?mtm_campaign=API-OFA,2/25/2025,8:04:40,88680.4,0.999987245,Neutral,0.804490685
GOP Divisions Threaten State-Level Bitcoin Reserve Bills,Neutral,https://cryptopanic.com/news/20743945/GOP-Divisions-Threaten-State-Level-Bitcoin-Reserve-Bills?mtm_campaign=API-OFA,2/25/2025,7:54:28,88680.4,0.999961615,Neutral,0.536702216
Strategy Makes Largest Bitcoin Purchase of 2025 with $2B Investment,Neutral,https://cryptopanic.com/news/20744007/Strategy-Makes-Largest-Bitcoin-Purchase-of-2025-with-2B-Investment?mtm_campaign=API-OFA,2/25/2025,8:04:40,104017,0.999987245,Neutral,0.804490685
GOP Divisions Threaten State-Level Bitcoin Reserve Bills,Neutral,https://cryptopanic.com/news/20743945/GOP-Divisions-Threaten-State-Level-Bitcoin-Reserve-Bills?mtm_campaign=API-OFA,2/25/2025,7:54:28,104017,0.999961615,Neutral,0.536702216
Strategy Makes Largest Bitcoin Purchase of 2025 with $2B Investment,Neutral,https://cryptopanic.com/news/20744007/Strategy-Makes-Largest-Bitcoin-Purchase-of-2025-with-2B-Investment?mtm_campaign=API-OFA,2/25/2025,8:04:40,104021,0.999987245,Neutral,0.804490685
GOP Divisions Threaten State-Level Bitcoin Reserve Bills,Neutral,https://cryptopanic.com/news/20743945/GOP-Divisions-Threaten-State-Level-Bitcoin-Reserve-Bills?mtm_campaign=API-OFA,2/25/2025,7:54:28,104021,0.999961615,Neutral,0.536702216
Bitcoin ETFs suffer record $935 million net outflows as investors turn risk-averse,Negative,https://cryptopanic.com/news/20748763/Bitcoin-ETFs-suffer-record-935-million-net-outflows-as-investors-turn-risk-averse?mtm_campaign=API-OFA,2/26/2025,3:40:26,84250.09,0.997273266,Neutral,0.955012381
"Bitcoin Poised to Rebound Above $105,000 in March as Trump Delays Tariffs Until April",Positive,https://cryptopanic.com/news/20757163/Bitcoin-Poised-to-Rebound-Above-105000-in-March-as-Trump-Delays-Tariffs-Until-April?mtm_campaign=API-OFA,2/27/2025,14:27:43,84708.58,0.999969721,Bullish,0.605496287
BlackRock moves $441 million in Bitcoin to Coinbase in the past hour,Neutral,https://cryptopanic.com/news/20756495/BlackRock-moves-441-million-in-Bitcoin-to-Coinbase-in-the-past-hour?mtm_campaign=API-OFA,2/27/2025,12:28:47,84708.58,0.999999166,Neutral,0.824873269
BlackRock moves $441 million in Bitcoin to Coinbase in the past hour,Neutral,https://cryptopanic.com/news/20756495/BlackRock-moves-441-million-in-Bitcoin-to-Coinbase-in-the-past-hour?mtm_campaign=API-OFA,2/27/2025,12:28:47,104017,0.999999166,Neutral,0.824873269
BlackRock moves $441 million in Bitcoin to Coinbase in the past hour,Neutral,https://cryptopanic.com/news/20756495/BlackRock-moves-441-million-in-Bitcoin-to-Coinbase-in-the-past-hour?mtm_campaign=API-OFA,2/27/2025,12:28:47,104021,0.999999166,Neutral,0.824873269
"Bitcoin Poised to Rebound Above $105,000 in March as Trump Delays Tariffs Until April",Positive,https://cryptopanic.com/news/20757163/Bitcoin-Poised-to-Rebound-Above-105000-in-March-as-Trump-Delays-Tariffs-Until-April?mtm_campaign=API-OFA,2/27/2025,14:27:43,103988,0.999969721,Bullish,0.605496287
Bitcoin Legislation Advances: Arizona Moves Closer to Crypto Reserves,Neutral,https://cryptopanic.com/news/20760976/Bitcoin-Legislation-Advances-Arizona-Moves-Closer-to-Crypto-Reserves?mtm_campaign=API-OFA,2/28/2025,8:29:28,84349.94,0.974275529,Bullish,0.605463207
"Texas Bitcoin Reserve Bill Advances, Faces Senate Vote",Neutral,https://cryptopanic.com/news/20760937/Texas-Bitcoin-Reserve-Bill-Advances-Faces-Senate-Vote?mtm_campaign=API-OFA,2/28/2025,8:18:47,84349.94,0.999432147,Bullish,0.563186526
"Texas Bitcoin Reserve Bill Advances, Faces Senate Vote",Neutral,https://cryptopanic.com/news/20760937/Texas-Bitcoin-Reserve-Bill-Advances-Faces-Senate-Vote?mtm_campaign=API-OFA,2/28/2025,8:18:47,84349.94,0.999432147,Bullish,0.563186526
"Texas Bitcoin Reserve Bill Advances, Faces Senate Vote",Neutral,https://cryptopanic.com/news/20760937/Texas-Bitcoin-Reserve-Bill-Advances-Faces-Senate-Vote?mtm_campaign=API-OFA,2/28/2025,8:18:47,104017,0.999432147,Bullish,0.563186526
"Texas Bitcoin Reserve Bill Advances, Faces Senate Vote",Neutral,https://cryptopanic.com/news/20760937/Texas-Bitcoin-Reserve-Bill-Advances-Faces-Senate-Vote?mtm_campaign=API-OFA,2/28/2025,8:18:47,104021,0.999432147,Bullish,0.563186526
El Salvador Buys More Bitcoin While Adjusting Policies for IMF,Neutral,https://cryptopanic.com/news/20640647/El-Salvador-Buys-More-Bitcoin-While-Adjusting-Policies-for-IMF?mtm_campaign=API-OFA,3/2/2025,7:05:20,101328.52,0.999433696,Bullish,0.514576077
More Parents Choose Bitcoin Over 529 College Savings Plans,Neutral,https://cryptopanic.com/news/20640618/More-Parents-Choose-Bitcoin-Over-529-College-Savings-Plans?mtm_campaign=API-OFA,3/2/2025,7:02:13,101328.52,0.999972463,Bullish,0.503620327
