post,sentiment,url,published_date,published_time,price_btc
"Bitcoin Price Crash Incoming? Why A Fall To $63,000 Is Possible If This Resistance Holds",neutral,https://cryptopanic.com/news/20797290/Bitcoin-Price-Crash-Incoming-Why-A-Fall-To-63000-Is-Possible-If-This-Resistance-Holds?mtm_campaign=API-OFA,07/03/2025,23:00:45,84454
Trump’s Treasury Secretary Scott Bessent says Bitcoin acquisition plans are in discussion,neutral,https://cryptopanic.com/news/20795111/Trumps-Treasury-Secretary-Scott-Bessent-says-Bitcoin-acquisition-plans-are-in-discussion?mtm_campaign=API-OFA,07/03/2025,13:33:46,84454
Trump Signs Executive Order to Create Bitcoin Strategic Reserve,neutral,https://cryptopanic.com/news/20793960/Trump-Signs-Executive-Order-to-Create-Bitcoin-Strategic-Reserve?mtm_campaign=API-OFA,07/03/2025,9:27:42,84454
"US Government Will Only Buy Bitcoin, Not ETH, XRP, SOL and ADA",neutral,https://cryptopanic.com/news/20784163/US-Government-Will-Only-Buy-Bitcoin-Not-ETH-XRP-SOL-and-ADA?mtm_campaign=API-OFA,05/03/2025,12:10:39,84454
ADA and LINK Steal the Show as BTC Eyes $90K (Market Watch),neutral,https://cryptopanic.com/news/20783012/ADA-and-LINK-Steal-the-Show-as-BTC-Eyes-90K-Market-Watch?mtm_campaign=API-OFA,05/03/2025,9:14:51,84454
"Bitcoin analysts set recovery roadmap from the crash up to $150,000",neutral,https://cryptopanic.com/news/20779049/Bitcoin-analysts-set-recovery-roadmap-from-the-crash-up-to-150000?mtm_campaign=API-OFA,04/03/2025,14:09:25,84454
"El Salvador buys Bitcoin dip, adding 5 BTC amid price plunge to $83,000",neutral,https://cryptopanic.com/news/20776951/El-Salvador-buys-Bitcoin-dip-adding-5-BTC-amid-price-plunge-to-83000?mtm_campaign=API-OFA,04/03/2025,7:23:15,84454
"Bitcoin Open Interest Crashed To 6-Month Low, Here’s What Followed The Last Time",neutral,https://cryptopanic.com/news/20774618/Bitcoin-Open-Interest-Crashed-To-6-Month-Low-Heres-What-Followed-The-Last-Time?mtm_campaign=API-OFA,03/03/2025,18:30:37,84454
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,03/03/2025,18:14:25,84454
Bitcoin Price Surges Nearly 10% to $95K as Trump’s Crypto Policies Boost Market Confidence,neutral,https://cryptopanic.com/news/20771732/Bitcoin-Price-Surges-Nearly-10-to-95K-as-Trumps-Crypto-Policies-Boost-Market-Confidence?mtm_campaign=API-OFA,03/03/2025,8:46:38,84454
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,02/03/2025,19:31:52,84454
"MICHAEL SAYLOR: ""Bitcoin is the foundation of the crypto economy.""",neutral,https://cryptopanic.com/news/20769970/MICHAEL-SAYLOR-Bitcoin-is-the-foundation-of-the-crypto-economy?mtm_campaign=API-OFA,02/03/2025,19:14:12,84454
Is Bitcoin’s Bull Market Just Getting Started? This Crucial Metric Says So (Details),neutral,https://cryptopanic.com/news/21172846/Is-Bitcoins-Bull-Market-Just-Getting-Started-This-Crucial-Metric-Says-So-Details?mtm_campaign=API-OFA,19/04/2025,10:55:06,84454
Ethereum Dominance Hits 5 Year Low — Analysts Say It’s the Perfect Entry Point,positive,https://cryptopanic.com/news/21123915/Ethereum-Dominance-Hits-5-Year-Low-Analysts-Say-Its-the-Perfect-Entry-Point?mtm_campaign=API-OFA,17/04/2025,9:35:09,84454
North Carolina: proposal advances to invest 10% of public funds in Bitcoin,neutral,https://cryptopanic.com/news/21121304/North-Carolina-proposal-advances-to-invest-10-of-public-funds-in-Bitcoin?mtm_campaign=API-OFA,17/04/2025,7:13:10,84454
Family offices show stronger preference for Ethereum ETFs over Bitcoin,neutral,https://cryptopanic.com/news/21115646/Family-offices-show-stronger-preference-for-Ethereum-ETFs-over-Bitcoin?mtm_campaign=API-OFA,16/04/2025,21:30:10,84454
"Bitcoin Eyes $93,500, But Key Resistance Could Drag Price To $80,500",neutral,https://cryptopanic.com/news/21112617/Bitcoin-Eyes-93500-But-Key-Resistance-Could-Drag-Price-To-80500?mtm_campaign=API-OFA,16/04/2025,17:32:00,84454
Ethereum Is What Bitcoin Was Meant to Be,neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,16/04/2025,15:44:47,84454
"MicroStrategy Acquires 3,459 Bitcoins for $285.8 Million, Total Holdings Reach 531,644 BTC",neutral,https://cryptopanic.com/news/21072568/MicroStrategy-Acquires-3459-Bitcoins-for-2858-Million-Total-Holdings-Reach-531644-BTC?mtm_campaign=API-OFA,14/04/2025,14:30:40,84454
"Saylor’s Strategy adds 3,459 Bitcoin, now holds 531,644 BTC",neutral,https://cryptopanic.com/news/21069129/Saylors-Strategy-adds-3459-Bitcoin-now-holds-531644-BTC?mtm_campaign=API-OFA,14/04/2025,12:03:51,84454
Saylor signals new Bitcoin buy after Strategy reports nearly $6 billion Q1 unrealized loss,positive,https://cryptopanic.com/news/21056879/Saylor-signals-new-Bitcoin-buy-after-Strategy-reports-nearly-6-billion-Q1-unrealized-loss?mtm_campaign=API-OFA,13/04/2025,14:44:50,84454
"Senator Lummis Proposes U.S. Acquire 1 Million Bitcoin at 200,000 BTC Annually to Cut National Debt by Half in 20 Years",negative,https://cryptopanic.com/news/21056660/Senator-Lummis-Proposes-US-Acquire-1-Million-Bitcoin-at-200000-BTC-Annually-to-Cut-National-Debt-by-Half-in-20-Years?mtm_campaign=API-OFA,13/04/2025,13:30:40,84454
Sweden: proposal to include Bitcoin in national reserves,neutral,https://cryptopanic.com/news/21035441/Sweden-proposal-to-include-Bitcoin-in-national-reserves?mtm_campaign=API-OFA,11/04/2025,15:18:14,84454
ETH/BTC Collapse Isn’t the End: Analyst Sees Silent Rebuild,neutral,https://cryptopanic.com/news/21033208/ETHBTC-Collapse-Isnt-the-End-Analyst-Sees-Silent-Rebuild?mtm_campaign=API-OFA,11/04/2025,13:04:59,84454
Ether ETF staking could come as soon as May — Bloomberg analyst,neutral,https://cryptopanic.com/news/21022207/Ether-ETF-staking-could-come-as-soon-as-May-Bloomberg-analyst?mtm_campaign=API-OFA,10/04/2025,17:42:35,84454
"Nasdaq Files to List VanEck Avalanche ETF, Bringing AVAX Closer to Mainstream",neutral,https://cryptopanic.com/news/21020572/Nasdaq-Files-to-List-VanEck-Avalanche-ETF-Bringing-AVAX-Closer-to-Mainstream?mtm_campaign=API-OFA,10/04/2025,16:11:13,84454
"Crypto Market Rises Sharply, but Experts Warn it May Be a ‘Dead Cat Bounce’",negative,https://cryptopanic.com/news/21019505/Crypto-Market-Rises-Sharply-but-Experts-Warn-it-May-Be-a-Dead-Cat-Bounce?mtm_campaign=API-OFA,10/04/2025,15:12:43,84454
"Charles Hoskinson sees Bitcoin hitting $250K as Big Tech embraces crypto, Fed cut rates, and regulation kicks in",neutral,https://cryptopanic.com/news/21016624/Charles-Hoskinson-sees-Bitcoin-hitting-250K-as-Big-Tech-embraces-crypto-Fed-cut-rates-and-regulation-kicks-in?mtm_campaign=API-OFA,10/04/2025,13:03:47,84454
Bitcoin $100K target ‘back on table’ after Trump tariff pause supercharges market sentiment,neutral,https://cryptopanic.com/news/21001821/Bitcoin-100K-target-back-on-table-after-Trump-tariff-pause-supercharges-market-sentiment?mtm_campaign=API-OFA,09/04/2025,20:30:00,84454
Breaking: Bitcoin Soars 5% on Tariff Reversal,neutral,https://cryptopanic.com/news/20999106/Breaking-Bitcoin-Soars-5-on-Tariff-Reversal?mtm_campaign=API-OFA,09/04/2025,17:44:06,84454
China and Russia are using Bitcoin to settle energy trades,neutral,https://cryptopanic.com/news/20998629/China-and-Russia-are-using-Bitcoin-to-settle-energy-trades?mtm_campaign=API-OFA,09/04/2025,17:07:50,84454
$120 Billion VanEck Confirms China and Russia Use Bitcoin for Energy Trades Amid Sanctions,neutral,https://cryptopanic.com/news/20997944/120-Billion-VanEck-Confirms-China-and-Russia-Use-Bitcoin-for-Energy-Trades-Amid-Sanctions?mtm_campaign=API-OFA,09/04/2025,16:30:40,84454
ETH/BTC Somehow Keeps Plunging Even Lower,neutral,https://cryptopanic.com/news/20974969/ETHBTC-Somehow-Keeps-Plunging-Even-Lower?mtm_campaign=API-OFA,08/04/2025,20:48:08,84454
Bitcoin drops below $77K as US confirms 104% tariffs on China,neutral,https://cryptopanic.com/news/20971660/Bitcoin-drops-below-77K-as-US-confirms-104-tariffs-on-China?mtm_campaign=API-OFA,08/04/2025,17:53:50,84454
Trump escalates trade war. BTC at 80k,neutral,https://cryptopanic.com/news/20956948/Trump-escalates-trade-war-BTC-at-80k?mtm_campaign=API-OFA,08/04/2025,7:46:31,84454
Markets are crashing. Bitcoin at 75k,neutral,https://cryptopanic.com/news/20943186/Markets-are-crashing-Bitcoin-at-75k?mtm_campaign=API-OFA,07/04/2025,7:12:48,84454
Era of US Treasuries and Stocks As Global Reserve Assets Now Over As Gold and Bitcoin Take Over: Arthur Hayes,neutral,https://cryptopanic.com/news/20937139/Era-of-US-Treasuries-and-Stocks-As-Global-Reserve-Assets-Now-Over-As-Gold-and-Bitcoin-Take-Over-Arthur-Hayes?mtm_campaign=API-OFA,06/04/2025,7:04:22,84454
"Bitcoin shows signs of decoupling from US equities, could reclaim $100K",neutral,https://cryptopanic.com/news/20931625/Bitcoin-shows-signs-of-decoupling-from-US-equities-could-reclaim-100K?mtm_campaign=API-OFA,05/04/2025,6:10:10,84454
The future of DeFi isn’t on Ethereum — it’s on Bitcoin,neutral,https://cryptopanic.com/news/20926706/The-future-of-DeFi-isnt-on-Ethereum-its-on-Bitcoin?mtm_campaign=API-OFA,04/04/2025,15:00:00,84454
Analyst Warns of Massive Ethereum Drop Against Bitcoin,neutral,https://cryptopanic.com/news/20917668/Analyst-Warns-of-Massive-Ethereum-Drop-Against-Bitcoin?mtm_campaign=API-OFA,03/04/2025,18:00:40,84454
Ethereum faces a storm: Could the crypto giant plummet by 91%?,neutral,https://cryptopanic.com/news/20916737/Ethereum-faces-a-storm-Could-the-crypto-giant-plummet-by-91?mtm_campaign=API-OFA,03/04/2025,14:50:56,84454
Trader Says Ethereum Headed for a Massive Crash Against Bitcoin As Bearish Pattern Forms – Here’s His Outlook,neutral,https://cryptopanic.com/news/20915649/Trader-Says-Ethereum-Headed-for-a-Massive-Crash-Against-Bitcoin-As-Bearish-Pattern-Forms-Heres-His-Outlook?mtm_campaign=API-OFA,03/04/2025,11:45:40,84454
Analyst Benjamin Cowen warns Ethereum could drop another 50%,neutral,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,02/04/2025,15:27:44,84454
GameStop Completes $1.5 Billion Offering to Fund Bitcoin Reserve,neutral,https://cryptopanic.com/news/20906206/GameStop-Completes-15-Billion-Offering-to-Fund-Bitcoin-Reserve?mtm_campaign=API-OFA,01/04/2025,21:06:07,84454
"Ethereum prints 4 consecutive red monthly candles, but data points to an ETH/BTC bottom",neutral,https://cryptopanic.com/news/20905882/Ethereum-prints-4-consecutive-red-monthly-candles-but-data-points-to-an-ETHBTC-bottom?mtm_campaign=API-OFA,01/04/2025,19:23:16,84454
"Grayscale files S-3 to turn Bitcoin, Ether, XRP, and ADA large cap fund into a spot ETF",positive,https://cryptopanic.com/news/20904739/Grayscale-files-S-3-to-turn-Bitcoin-Ether-XRP-and-ADA-large-cap-fund-into-a-spot-ETF?mtm_campaign=API-OFA,01/04/2025,14:56:04,84454
Mastercard Plans to Enable 3.5 Billion Cardholders to Transact with Bitcoin ($BTC) and Crypto,neutral,https://cryptopanic.com/news/20904044/Mastercard-Plans-to-Enable-35-Billion-Cardholders-to-Transact-with-Bitcoin-BTC-and-Crypto?mtm_campaign=API-OFA,01/04/2025,13:05:07,84454
U.S. Senator Buys $600K in Bitcoin via ETF,neutral,https://cryptopanic.com/news/20900725/US-Senator-Buys-600K-in-Bitcoin-via-ETF?mtm_campaign=API-OFA,31/03/2025,19:59:40,84454
Ethereum-Bitcoin Ratio Drops To Five-Year Low,neutral,https://cryptopanic.com/news/20899546/Ethereum-Bitcoin-Ratio-Drops-To-Five-Year-Low?mtm_campaign=API-OFA,31/03/2025,15:04:17,84454
Trump’s sons to launch American Bitcoin,neutral,https://cryptopanic.com/news/20899335/Trumps-sons-to-launch-American-Bitcoin?mtm_campaign=API-OFA,31/03/2025,14:07:03,84454
"Strategy announces another purchase of 22,048 BTC",neutral,https://cryptopanic.com/news/20899127/Strategy-announces-another-purchase-of-22048-BTC?mtm_campaign=API-OFA,31/03/2025,13:51:49,84454
Altcoins see inflows for first time in 5 weeks as ‘positive but cautious’ investors add $226 million to global crypto funds: CoinShares,positive,https://cryptopanic.com/news/20898099/Altcoins-see-inflows-for-first-time-in-5-weeks-as-positive-but-cautious-investors-add-226-million-to-global-crypto-funds-CoinShares?mtm_campaign=API-OFA,31/03/2025,10:35:49,84454
Bukele May Visit Trump as Bitcoin Goals Align,neutral,https://cryptopanic.com/news/20897549/Bukele-May-Visit-Trump-as-Bitcoin-Goals-Align?mtm_campaign=API-OFA,31/03/2025,8:33:12,84454
"Hoskinson Reveals Cardano’s Push to Integrate with Dogecoin, Chainlink, Bitcoin",neutral,https://cryptopanic.com/news/20894182/Hoskinson-Reveals-Cardanos-Push-to-Integrate-with-Dogecoin-Chainlink-Bitcoin?mtm_campaign=API-OFA,30/03/2025,2:05:53,84454
Ethereum Crashes 74% Against Bitcoin; Is Reversal Imminent?,neutral,https://cryptopanic.com/news/20889271/Ethereum-Crashes-74-Against-Bitcoin-Is-Reversal-Imminent?mtm_campaign=API-OFA,28/03/2025,14:54:00,84454
Permissionless Bitcoin Debuts on Solana With Zeus Network’s $zBTC,neutral,https://cryptopanic.com/news/20887887/Permissionless-Bitcoin-Debuts-on-Solana-With-Zeus-Networks-zBTC?mtm_campaign=API-OFA,28/03/2025,11:16:00,84454
US States Push Bitcoin Bills to Boost Reserves and Crypto Mining,neutral,https://cryptopanic.com/news/20880852/US-States-Push-Bitcoin-Bills-to-Boost-Reserves-and-Crypto-Mining?mtm_campaign=API-OFA,27/03/2025,7:56:39,84454
"Standard Chartered Replaced Tesla with Bitcoin in its ""Magnificent 7"" Index, Achieving Better Performance",positive,https://cryptopanic.com/news/20877829/Standard-Chartered-Replaced-Tesla-with-Bitcoin-in-its-Magnificent-7-Index-Achieving-Better-Performance?mtm_campaign=API-OFA,26/03/2025,15:30:16,84454
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,positive,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,26/03/2025,7:53:52,84454
Michael Saylor hints at new Bitcoin purchase after $711M capital raise,positive,https://cryptopanic.com/news/20863577/Michael-Saylor-hints-at-new-Bitcoin-purchase-after-711M-capital-raise?mtm_campaign=API-OFA,23/03/2025,20:05:18,84454
"IMF Adds Bitcoin to Reserves, Tracks It as Digital Gold and Capital Asset",neutral,https://cryptopanic.com/news/20863359/IMF-Adds-Bitcoin-to-Reserves-Tracks-It-as-Digital-Gold-and-Capital-Asset?mtm_campaign=API-OFA,23/03/2025,17:35:15,84454
Bitcoin needs weekly close above $85K to avoid correction to $76K: Analysts,neutral,https://cryptopanic.com/news/20862667/Bitcoin-needs-weekly-close-above-85K-to-avoid-correction-to-76K-Analysts?mtm_campaign=API-OFA,23/03/2025,12:20:53,84454
"Senator Lummis Proposes U.S. Sell Gold to Buy 200,000 Bitcoin Annually for Five Years, Totaling 1 Million Bitcoin",neutral,https://cryptopanic.com/news/20860568/Senator-Lummis-Proposes-US-Sell-Gold-to-Buy-200000-Bitcoin-Annually-for-Five-Years-Totaling-1-Million-Bitcoin?mtm_campaign=API-OFA,22/03/2025,13:05:15,84454
Michael Saylor says Europe’s Euro is ‘gonna need BTC’,neutral,https://cryptopanic.com/news/20853810/Michael-Saylor-says-Europes-Euro-is-gonna-need-BTC?mtm_campaign=API-OFA,20/03/2025,21:50:03,84454
"Staking for ether ETFs gathers steam as BlackRock talks up potential, NYSE files on behalf of Bitwise fund",neutral,https://cryptopanic.com/news/20853506/Staking-for-ether-ETFs-gathers-steam-as-BlackRock-talks-up-potential-NYSE-files-on-behalf-of-Bitwise-fund?mtm_campaign=API-OFA,20/03/2025,20:04:47,84454
"Trump Calls for Stablecoin Legislation, Declares U.S. Bitcoin Superpower at Digital Asset Summit",neutral,https://cryptopanic.com/news/20852317/Trump-Calls-for-Stablecoin-Legislation-Declares-US-Bitcoin-Superpower-at-Digital-Asset-Summit?mtm_campaign=API-OFA,20/03/2025,15:35:15,84454
Trump says US will be &#039;Bitcoin superpower&#039; as BTC price breaks 4-month downtrend,neutral,https://cryptopanic.com/news/20852223/Trump-says-US-will-be-039Bitcoin-superpower039-as-BTC-price-breaks-4-month-downtrend?mtm_campaign=API-OFA,20/03/2025,15:15:41,84454
Bybit CEO says $16 million worth of stolen bitcoin funneled through Wasabi mixer to P2P vendors,positive,https://cryptopanic.com/news/20850902/Bybit-CEO-says-16-million-worth-of-stolen-bitcoin-funneled-through-Wasabi-mixer-to-P2P-vendors?mtm_campaign=API-OFA,20/03/2025,10:27:08,84454
Bitcoin could thrive in a U.S. recession: BlackRock,neutral,https://cryptopanic.com/news/20850084/Bitcoin-could-thrive-in-a-US-recession-BlackRock?mtm_campaign=API-OFA,20/03/2025,8:27:21,84454
"Solana futures ETFs go live tomorrow, bringing spot ETF one step closer",positive,https://cryptopanic.com/news/20847689/Solana-futures-ETFs-go-live-tomorrow-bringing-spot-ETF-one-step-closer?mtm_campaign=API-OFA,19/03/2025,17:56:41,84454
XRP Stumbles—But Analysts Still See A Path To $70,neutral,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,18/03/2025,22:30:56,84454
Cardano’s ADA lands spot in US Digital Asset Stockpile — Will it generate value?,neutral,https://cryptopanic.com/news/20843034/Cardanos-ADA-lands-spot-in-US-Digital-Asset-Stockpile-Will-it-generate-value?mtm_campaign=API-OFA,18/03/2025,20:51:15,84454
"Bitcoin Eyes $93,500, But Key Resistance Could Drag Price To $80,500",neutral,https://cryptopanic.com/news/21112617/Bitcoin-Eyes-93500-But-Key-Resistance-Could-Drag-Price-To-80500?mtm_campaign=API-OFA,16/04/2025,17:32:00,84459
ETH/BTC Collapse Isn’t the End: Analyst Sees Silent Rebuild,neutral,https://cryptopanic.com/news/21033208/ETHBTC-Collapse-Isnt-the-End-Analyst-Sees-Silent-Rebuild?mtm_campaign=API-OFA,11/04/2025,13:04:59,84459
ETH/BTC Somehow Keeps Plunging Even Lower,neutral,https://cryptopanic.com/news/20974969/ETHBTC-Somehow-Keeps-Plunging-Even-Lower?mtm_campaign=API-OFA,08/04/2025,20:48:08,84459
Bitcoin drops below $77K as US confirms 104% tariffs on China,neutral,https://cryptopanic.com/news/20971660/Bitcoin-drops-below-77K-as-US-confirms-104-tariffs-on-China?mtm_campaign=API-OFA,08/04/2025,17:53:50,84459
Markets are crashing. Bitcoin at 75k,neutral,https://cryptopanic.com/news/20943186/Markets-are-crashing-Bitcoin-at-75k?mtm_campaign=API-OFA,07/04/2025,7:12:48,84459
The future of DeFi isn’t on Ethereum — it’s on Bitcoin,neutral,https://cryptopanic.com/news/20926706/The-future-of-DeFi-isnt-on-Ethereum-its-on-Bitcoin?mtm_campaign=API-OFA,04/04/2025,15:00:00,84459
Analyst Warns of Massive Ethereum Drop Against Bitcoin,neutral,https://cryptopanic.com/news/20917668/Analyst-Warns-of-Massive-Ethereum-Drop-Against-Bitcoin?mtm_campaign=API-OFA,03/04/2025,18:00:40,84459
Ethereum faces a storm: Could the crypto giant plummet by 91%?,neutral,https://cryptopanic.com/news/20916737/Ethereum-faces-a-storm-Could-the-crypto-giant-plummet-by-91?mtm_campaign=API-OFA,03/04/2025,14:50:56,84459
Trader Says Ethereum Headed for a Massive Crash Against Bitcoin As Bearish Pattern Forms – Here’s His Outlook,neutral,https://cryptopanic.com/news/20915649/Trader-Says-Ethereum-Headed-for-a-Massive-Crash-Against-Bitcoin-As-Bearish-Pattern-Forms-Heres-His-Outlook?mtm_campaign=API-OFA,03/04/2025,11:45:40,84459
Analyst Benjamin Cowen warns Ethereum could drop another 50%,neutral,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,02/04/2025,15:27:44,84459
"Ethereum prints 4 consecutive red monthly candles, but data points to an ETH/BTC bottom",neutral,https://cryptopanic.com/news/20905882/Ethereum-prints-4-consecutive-red-monthly-candles-but-data-points-to-an-ETHBTC-bottom?mtm_campaign=API-OFA,01/04/2025,19:23:16,84459
Ethereum-Bitcoin Ratio Drops To Five-Year Low,neutral,https://cryptopanic.com/news/20899546/Ethereum-Bitcoin-Ratio-Drops-To-Five-Year-Low?mtm_campaign=API-OFA,31/03/2025,15:04:17,84459
Trump’s sons to launch American Bitcoin,neutral,https://cryptopanic.com/news/20899335/Trumps-sons-to-launch-American-Bitcoin?mtm_campaign=API-OFA,31/03/2025,14:07:03,84459
Ethereum Crashes 74% Against Bitcoin; Is Reversal Imminent?,neutral,https://cryptopanic.com/news/20889271/Ethereum-Crashes-74-Against-Bitcoin-Is-Reversal-Imminent?mtm_campaign=API-OFA,28/03/2025,14:54:00,84459
Permissionless Bitcoin Debuts on Solana With Zeus Network’s $zBTC,neutral,https://cryptopanic.com/news/20887887/Permissionless-Bitcoin-Debuts-on-Solana-With-Zeus-Networks-zBTC?mtm_campaign=API-OFA,28/03/2025,11:16:00,84459
"Trump Calls for Stablecoin Legislation, Declares U.S. Bitcoin Superpower at Digital Asset Summit",neutral,https://cryptopanic.com/news/20852317/Trump-Calls-for-Stablecoin-Legislation-Declares-US-Bitcoin-Superpower-at-Digital-Asset-Summit?mtm_campaign=API-OFA,20/03/2025,15:35:15,84459
Trump says US will be &#039;Bitcoin superpower&#039; as BTC price breaks 4-month downtrend,neutral,https://cryptopanic.com/news/20852223/Trump-says-US-will-be-039Bitcoin-superpower039-as-BTC-price-breaks-4-month-downtrend?mtm_campaign=API-OFA,20/03/2025,15:15:41,84459
Bybit CEO says $16 million worth of stolen bitcoin funneled through Wasabi mixer to P2P vendors,positive,https://cryptopanic.com/news/20850902/Bybit-CEO-says-16-million-worth-of-stolen-bitcoin-funneled-through-Wasabi-mixer-to-P2P-vendors?mtm_campaign=API-OFA,20/03/2025,10:27:08,84459
XRP Stumbles—But Analysts Still See A Path To $70,neutral,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,18/03/2025,22:30:56,84459
Trump-backed World Liberty Financial buys AVAX and MNT for $4M as total portfolio losses reach $118M,neutral,https://cryptopanic.com/news/20831805/Trump-backed-World-Liberty-Financial-buys-AVAX-and-MNT-for-4M-as-total-portfolio-losses-reach-118M?mtm_campaign=API-OFA,16/03/2025,9:24:40,84459
"Bitcoin Price Crash Incoming? Why A Fall To $63,000 Is Possible If This Resistance Holds",neutral,https://cryptopanic.com/news/20797290/Bitcoin-Price-Crash-Incoming-Why-A-Fall-To-63000-Is-Possible-If-This-Resistance-Holds?mtm_campaign=API-OFA,07/03/2025,23:00:45,84459
Bitcoin ETFs suffer record $935 million net outflows as investors turn risk-averse,neutral,https://cryptopanic.com/news/20748763/Bitcoin-ETFs-suffer-record-935-million-net-outflows-as-investors-turn-risk-averse?mtm_campaign=API-OFA,26/02/2025,3:40:26,84459
Are XRP and DOGE Preparing for 25% Price Moves?,neutral,https://cryptopanic.com/news/20724564/Are-XRP-and-DOGE-Preparing-for-25-Price-Moves?mtm_campaign=API-OFA,20/02/2025,15:10:57,84459
Cardano vs Ethereum,neutral,https://cryptopanic.com/news/20724115/Cardano-vs-Ethereum?mtm_campaign=API-OFA,20/02/2025,13:50:12,84459
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,positive,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,19/02/2025,17:28:08,84459
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",neutral,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,17/02/2025,21:00:12,84459
"Ripple’s XRP Prepping For Ultra Bullish 1,500% Breakout As Spot XRP ETFs Gain Major Traction",neutral,https://cryptopanic.com/news/20668724/Ripples-XRP-Prepping-For-Ultra-Bullish-1500-Breakout-As-Spot-XRP-ETFs-Gain-Major-Traction?mtm_campaign=API-OFA,08/02/2025,12:38:45,84459
Trump Media advances plans to launch Bitcoin and “American First” themed ETFs,positive,https://cryptopanic.com/news/20659629/Trump-Media-advances-plans-to-launch-Bitcoin-and-American-First-themed-ETFs?mtm_campaign=API-OFA,06/02/2025,15:36:50,84459
"BREAKING: 🇺🇸 Trump to launch ""Bitcoin Plus"" ETF - Bloomberg's @EricBalchunas",neutral,https://cryptopanic.com/news/20659507/BREAKING-Trump-to-launch-Bitcoin-Plus-ETF-Bloombergs-EricBalchunas?mtm_campaign=API-OFA,06/02/2025,15:13:21,84459
Trump's Sovereign Wealth Fund: A Big Deal for Crypto?,neutral,https://cryptopanic.com/news/20647945/Trumps-Sovereign-Wealth-Fund-A-Big-Deal-for-Crypto?mtm_campaign=API-OFA,04/02/2025,14:05:00,84459
Trump Media Announces $250M Crypto and ETF Investment Strategy,neutral,https://cryptopanic.com/news/20629386/Trump-Media-Announces-250M-Crypto-and-ETF-Investment-Strategy?mtm_campaign=API-OFA,31/01/2025,0:02:00,84459
Trump Launches Official Watches—Pay with Bitcoin or $TRUMP,neutral,https://cryptopanic.com/news/20627054/Trump-Launches-Official-WatchesPay-with-Bitcoin-or-TRUMP?mtm_campaign=API-OFA,30/01/2025,14:28:49,84459
"Trump and Melania memecoins make push for real-world payments in fragrances, sneakers and travel",neutral,https://cryptopanic.com/news/20625969/Trump-and-Melania-memecoins-make-push-for-real-world-payments-in-fragrances-sneakers-and-travel?mtm_campaign=API-OFA,30/01/2025,11:19:40,84459
Bullish chart pattern hints XRP to hit $9,neutral,https://cryptopanic.com/news/20606902/Bullish-chart-pattern-hints-XRP-to-hit-9?mtm_campaign=API-OFA,26/01/2025,14:12:11,84459
Will XRP Join Bitcoin in Trump’s US Strategic Crypto Reserve?,neutral,https://cryptopanic.com/news/20601870/Will-XRP-Join-Bitcoin-in-Trumps-US-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,24/01/2025,19:43:00,84459
"Bank Of America CEO Signals BTC, XRP Adoption as Trump Assumes Office",neutral,https://cryptopanic.com/news/20601528/Bank-Of-America-CEO-Signals-BTC-XRP-Adoption-as-Trump-Assumes-Office?mtm_campaign=API-OFA,24/01/2025,17:46:55,84459
Ripple scores victory against the Bitcoin Strategic Reserve,neutral,https://cryptopanic.com/news/20601474/Ripple-scores-victory-against-the-Bitcoin-Strategic-Reserve?mtm_campaign=API-OFA,24/01/2025,17:32:26,84459
Ripple CEO’s Comments on U.S. Accumulating XRP Sparks Speculations,neutral,https://cryptopanic.com/news/20599886/Ripple-CEOs-Comments-on-US-Accumulating-XRP-Sparks-Speculations?mtm_campaign=API-OFA,24/01/2025,12:03:36,84459
