post,sentiment,url,published_date,published_time,price_xrp,confidence,sentiment_label,sentiment_score
"XRP Set for All-Time Highs if Weekly Close Tops This Level, Says Crypto Analyst",Neutral,https://cryptopanic.com/news/20670542/XRP-Set-for-All-Time-Highs-if-Weekly-Close-Tops-This-Level-Says-Crypto-Analyst?mtm_campaign=API-OFA,2/9/2025,6:00:39,2.41,0.999961495,Bullish,0.681936383
XRP ETF Filed with Nasdaq as Ripple-CFTC Ties Strengthen,Positive,https://cryptopanic.com/news/20680535/XRP-ETF-Filed-with-Nasdaq-as-Ripple-CFTC-Ties-Strengthen?mtm_campaign=API-OFA,2/11/2025,12:03:46,2.41,0.999149203,Bullish,0.53923744
Top Altcoins ETF Approvals: Bloomberg’s Predictions,Neutral,https://cryptopanic.com/news/20678889/Top-Altcoins-ETF-Approvals-Bloombergs-Predictions?mtm_campaign=API-OFA,2/11/2025,6:18:37,2.41,0.682874143,Neutral,0.861855209
"XRP ETF With Lowest Chance for Approval, Says Bloomberg Analyst",Neutral,https://cryptopanic.com/news/20677956/XRP-ETF-With-Lowest-Chance-for-Approval-Says-Bloomberg-Analyst?mtm_campaign=API-OFA,2/11/2025,0:21:57,2.41,0.99850744,Bullish,0.406741679
Is XRP Price on Track to Hit $110? Analyst Weigh In,Negative,https://cryptopanic.com/news/20693938/Is-XRP-Price-on-Track-to-Hit-110-Analyst-Weigh-In?mtm_campaign=API-OFA,2/13/2025,20:51:00,2.5599,0.998826444,Bullish,0.507690012
Is XRP Price on Track to Hit $110? Analyst Weigh In,Negative,https://cryptopanic.com/news/20693938/Is-XRP-Price-on-Track-to-Hit-110-Analyst-Weigh-In?mtm_campaign=API-OFA,2/13/2025,20:51:00,2.5599,0.998826444,Bullish,0.507690012
2025 XRP ETF approval odds hit 81% on Polymarket,Neutral,https://cryptopanic.com/news/20698800/2025-XRP-ETF-approval-odds-hit-81-on-Polymarket?mtm_campaign=API-OFA,2/14/2025,18:58:08,2.7384,0.987924457,Neutral,0.591596961
SEC Accepts Grayscale's Applications to Launch XRP and DOGE ETFs,Neutral,https://cryptopanic.com/news/20695924/SEC-Accepts-Grayscales-Applications-to-Launch-XRP-and-DOGE-ETFs?mtm_campaign=API-OFA,2/14/2025,8:36:12,2.7384,0.999526381,Bullish,0.526406705
"SEC Acknowledges Grayscale’s Filings to List XRP, Dogecoin ETFs",Neutral,https://cryptopanic.com/news/20695377/SEC-Acknowledges-Grayscales-Filings-to-List-XRP-Dogecoin-ETFs?mtm_campaign=API-OFA,2/14/2025,5:38:36,2.7384,0.999955893,Bullish,0.61643219
SEC acknowledges Grayscale’s XRP and DOGE ETF filings,Neutral,https://cryptopanic.com/news/20695201/SEC-acknowledges-Grayscales-XRP-and-DOGE-ETF-filings?mtm_campaign=API-OFA,2/14/2025,4:25:10,2.7384,0.999905229,Neutral,0.761051476
SEC formally accepts Grayscale XRP and Dogecoin ETF applications for review,Neutral,https://cryptopanic.com/news/20694557/SEC-formally-accepts-Grayscale-XRP-and-Dogecoin-ETF-applications-for-review?mtm_campaign=API-OFA,2/14/2025,0:09:53,2.7384,0.999946952,Bullish,0.681934178
2025 XRP ETF approval odds hit 81% on Polymarket,Neutral,https://cryptopanic.com/news/20698800/2025-XRP-ETF-approval-odds-hit-81-on-Polymarket?mtm_campaign=API-OFA,2/14/2025,18:58:08,2.7384,0.987924457,Neutral,0.591596961
BREAKING: Yet Another XRP ETF Filing Acknowledged by SEC,Neutral,https://cryptopanic.com/news/20698756/BREAKING-Yet-Another-XRP-ETF-Filing-Acknowledged-by-SEC?mtm_campaign=API-OFA,2/14/2025,18:34:10,2.7384,0.999726593,Neutral,0.558754742
"XRP, ADA ETFs Compared to 2000s Tech Stocks by Crypto Expert",Neutral,https://cryptopanic.com/news/20698230/XRP-ADA-ETFs-Compared-to-2000s-Tech-Stocks-by-Crypto-Expert?mtm_campaign=API-OFA,2/14/2025,16:23:00,2.7384,0.999996662,Bullish,0.529222488
SEC formally accepts Grayscale XRP and Dogecoin ETF applications for review,Neutral,https://cryptopanic.com/news/20694557/SEC-formally-accepts-Grayscale-XRP-and-Dogecoin-ETF-applications-for-review?mtm_campaign=API-OFA,2/14/2025,0:09:53,2.41,0.999946952,Bullish,0.681934178
"XRP Breaks Key Barrier, Surges Past 100-Day SMA And $2.7 Resistance",Neutral,https://cryptopanic.com/news/20702304/XRP-Breaks-Key-Barrier-Surges-Past-100-Day-SMA-And-27-Resistance?mtm_campaign=API-OFA,2/15/2025,21:30:08,2.7619,0.966787696,Bullish,0.517341852
"XRP Breaks Key Barrier, Surges Past 100-Day SMA And $2.7 Resistance",Neutral,https://cryptopanic.com/news/20702304/XRP-Breaks-Key-Barrier-Surges-Past-100-Day-SMA-And-27-Resistance?mtm_campaign=API-OFA,2/15/2025,21:30:08,2.7619,0.966787696,Bullish,0.517341852
XRP Price Today: Analysts Predict Breakout to $5.85 & Beyond,Neutral,https://cryptopanic.com/news/20701043/XRP-Price-Today-Analysts-Predict-Breakout-to-585-Beyond?mtm_campaign=API-OFA,2/15/2025,11:54:10,2.7619,0.999996662,Neutral,0.569594681
XRP Price Today: Analysts Predict Breakout to $5.85 & Beyond,Neutral,https://cryptopanic.com/news/20701043/XRP-Price-Today-Analysts-Predict-Breakout-to-585-Beyond?mtm_campaign=API-OFA,2/15/2025,11:54:10,2.7619,0.999996662,Neutral,0.569594681
"XRP Breaks Key Barrier, Surges Past 100-Day SMA And $2.7 Resistance",Neutral,https://cryptopanic.com/news/20702304/XRP-Breaks-Key-Barrier-Surges-Past-100-Day-SMA-And-27-Resistance?mtm_campaign=API-OFA,2/15/2025,21:30:08,2.41,0.966787696,Bullish,0.517341852
XRP Price Today: Analysts Predict Breakout to $5.85 & Beyond,Neutral,https://cryptopanic.com/news/20701043/XRP-Price-Today-Analysts-Predict-Breakout-to-585-Beyond?mtm_campaign=API-OFA,2/15/2025,11:54:10,2.41,0.999996662,Neutral,0.569594681
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",Positive,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,2/17/2025,21:00:12,2.6599,0.996556282,Neutral,0.52403897
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",Positive,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,2/17/2025,21:00:12,2.6599,0.996556282,Neutral,0.52403897
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",Positive,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,2/17/2025,21:00:12,2.6599,0.996556282,Neutral,0.52403897
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",Positive,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,2/17/2025,21:00:12,2.6599,0.996556282,Neutral,0.52403897
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",Positive,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,2/17/2025,21:00:12,2.41,0.996556282,Neutral,0.52403897
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",Positive,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,2/17/2025,21:00:12,2.41,0.996556282,Neutral,0.52403897
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",Positive,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,2/17/2025,21:00:12,2.41,0.996556282,Neutral,0.52403897
SEC acknowledges spot XRP ETF filing from Bitwise,Neutral,https://cryptopanic.com/news/20714430/SEC-acknowledges-spot-XRP-ETF-filing-from-Bitwise?mtm_campaign=API-OFA,2/18/2025,19:06:28,2.5628,0.999533534,Neutral,0.85723716
SEC acknowledges Bitwise Spot XRP ETF filing,Neutral,https://cryptopanic.com/news/20714471/SEC-acknowledges-Bitwise-Spot-XRP-ETF-filing?mtm_campaign=API-OFA,2/18/2025,19:10:43,2.5628,0.999649286,Neutral,0.624489605
SEC acknowledges spot XRP ETF filing from Bitwise,Neutral,https://cryptopanic.com/news/20714430/SEC-acknowledges-spot-XRP-ETF-filing-from-Bitwise?mtm_campaign=API-OFA,2/18/2025,19:06:28,2.5628,0.999533534,Neutral,0.85723716
SEC acknowledges Bitwise Spot XRP ETF filing,Neutral,https://cryptopanic.com/news/20714471/SEC-acknowledges-Bitwise-Spot-XRP-ETF-filing?mtm_campaign=API-OFA,2/18/2025,19:10:43,2.5628,0.999649286,Neutral,0.624489605
SEC acknowledges spot XRP ETF filing from Bitwise,Neutral,https://cryptopanic.com/news/20714430/SEC-acknowledges-spot-XRP-ETF-filing-from-Bitwise?mtm_campaign=API-OFA,2/18/2025,19:06:28,2.5628,0.999533534,Neutral,0.85723716
"SEC Acknowledges Filing for Bitwise Spot XRP ETF on February 18, 2025, $XRP",Neutral,https://cryptopanic.com/news/20714490/SEC-Acknowledges-Filing-for-Bitwise-Spot-XRP-ETF-on-February-18-2025-XRP?mtm_campaign=API-OFA,2/18/2025,19:00:57,2.5628,0.99999404,Bullish,0.579848886
SEC acknowledges Bitwise Spot XRP ETF filing,Neutral,https://cryptopanic.com/news/20714471/SEC-acknowledges-Bitwise-Spot-XRP-ETF-filing?mtm_campaign=API-OFA,2/18/2025,19:10:43,2.41,0.999649286,Neutral,0.624489605
SEC acknowledges spot XRP ETF filing from Bitwise,Neutral,https://cryptopanic.com/news/20714430/SEC-acknowledges-spot-XRP-ETF-filing-from-Bitwise?mtm_campaign=API-OFA,2/18/2025,19:06:28,2.41,0.999533534,Neutral,0.85723716
"SEC Acknowledges Filing for Bitwise Spot XRP ETF on February 18, 2025, $XRP",Neutral,https://cryptopanic.com/news/20714490/SEC-Acknowledges-Filing-for-Bitwise-Spot-XRP-ETF-on-February-18-2025-XRP?mtm_campaign=API-OFA,2/18/2025,19:00:57,2.41,0.99999404,Bullish,0.579848886
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,Neutral,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,2/19/2025,17:28:08,2.7378,0.994310975,Neutral,0.873458683
"Donald Trump turns pro-XRP, shares Ripple Labs reports on Truth Social",Neutral,https://cryptopanic.com/news/20718580/Donald-Trump-turns-pro-XRP-shares-Ripple-Labs-reports-on-Truth-Social?mtm_campaign=API-OFA,2/19/2025,14:00:23,2.7378,0.999995947,Bullish,0.559337258
SEC Acknowledges Bitwise XRP ETF Filing—Approval Within Reach?,Neutral,https://cryptopanic.com/news/20718471/SEC-Acknowledges-Bitwise-XRP-ETF-FilingApproval-Within-Reach?mtm_campaign=API-OFA,2/19/2025,13:49:10,2.7378,0.877843618,Neutral,0.510769486
SEC seeks public comments for WisdomTree’s proposal for an XRP ETF,Neutral,https://cryptopanic.com/news/20720082/SEC-seeks-public-comments-for-WisdomTrees-proposal-for-an-XRP-ETF?mtm_campaign=API-OFA,2/19/2025,19:13:22,2.7378,0.999500155,Neutral,0.889282703
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,Neutral,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,2/19/2025,17:28:08,2.7378,0.994310975,Neutral,0.873458683
"Donald Trump turns pro-XRP, shares Ripple Labs reports on Truth Social",Neutral,https://cryptopanic.com/news/20718580/Donald-Trump-turns-pro-XRP-shares-Ripple-Labs-reports-on-Truth-Social?mtm_campaign=API-OFA,2/19/2025,14:00:23,2.7378,0.999995947,Bullish,0.559337258
SEC Acknowledges Bitwise XRP ETF Filing—Approval Within Reach?,Neutral,https://cryptopanic.com/news/20718471/SEC-Acknowledges-Bitwise-XRP-ETF-FilingApproval-Within-Reach?mtm_campaign=API-OFA,2/19/2025,13:49:10,2.7378,0.877843618,Neutral,0.510769486
SEC seeks public comments for WisdomTree’s proposal for an XRP ETF,Neutral,https://cryptopanic.com/news/20720082/SEC-seeks-public-comments-for-WisdomTrees-proposal-for-an-XRP-ETF?mtm_campaign=API-OFA,2/19/2025,19:13:22,2.7378,0.999500155,Neutral,0.889282703
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,Neutral,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,2/19/2025,17:28:08,2.7378,0.994310975,Neutral,0.873458683
"Donald Trump turns pro-XRP, shares Ripple Labs reports on Truth Social",Neutral,https://cryptopanic.com/news/20718580/Donald-Trump-turns-pro-XRP-shares-Ripple-Labs-reports-on-Truth-Social?mtm_campaign=API-OFA,2/19/2025,14:00:23,2.7378,0.999995947,Bullish,0.559337258
SEC Acknowledges Bitwise XRP ETF Filing—Approval Within Reach?,Neutral,https://cryptopanic.com/news/20718471/SEC-Acknowledges-Bitwise-XRP-ETF-FilingApproval-Within-Reach?mtm_campaign=API-OFA,2/19/2025,13:49:10,2.7378,0.877843618,Neutral,0.510769486
SEC seeks public comments for WisdomTree’s proposal for an XRP ETF,Neutral,https://cryptopanic.com/news/20720082/SEC-seeks-public-comments-for-WisdomTrees-proposal-for-an-XRP-ETF?mtm_campaign=API-OFA,2/19/2025,19:13:22,2.7378,0.999500155,Neutral,0.889282703
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,Neutral,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,2/19/2025,17:28:08,2.7378,0.994310975,Neutral,0.873458683
"Donald Trump turns pro-XRP, shares Ripple Labs reports on Truth Social",Neutral,https://cryptopanic.com/news/20718580/Donald-Trump-turns-pro-XRP-shares-Ripple-Labs-reports-on-Truth-Social?mtm_campaign=API-OFA,2/19/2025,14:00:23,2.7378,0.999995947,Bullish,0.559337258
SEC seeks public comments for WisdomTree’s proposal for an XRP ETF,Neutral,https://cryptopanic.com/news/20720082/SEC-seeks-public-comments-for-WisdomTrees-proposal-for-an-XRP-ETF?mtm_campaign=API-OFA,2/19/2025,19:13:22,2.41,0.999500155,Neutral,0.889282703
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,Neutral,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,2/19/2025,17:28:08,2.41,0.994310975,Neutral,0.873458683
"Donald Trump turns pro-XRP, shares Ripple Labs reports on Truth Social",Neutral,https://cryptopanic.com/news/20718580/Donald-Trump-turns-pro-XRP-shares-Ripple-Labs-reports-on-Truth-Social?mtm_campaign=API-OFA,2/19/2025,14:00:23,2.41,0.999995947,Bullish,0.559337258
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,Neutral,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,2/19/2025,17:28:08,2.41,0.994310975,Neutral,0.873458683
"Donald Trump turns pro-XRP, shares Ripple Labs reports on Truth Social",Neutral,https://cryptopanic.com/news/20718580/Donald-Trump-turns-pro-XRP-shares-Ripple-Labs-reports-on-Truth-Social?mtm_campaign=API-OFA,2/19/2025,14:00:23,2.41,0.999995947,Bullish,0.559337258
SEC Acknowledges Bitwise XRP ETF Filing—Approval Within Reach?,Neutral,https://cryptopanic.com/news/20718471/SEC-Acknowledges-Bitwise-XRP-ETF-FilingApproval-Within-Reach?mtm_campaign=API-OFA,2/19/2025,13:49:10,2.41,0.877843618,Neutral,0.510769486
SEC seeks public comments for WisdomTree’s proposal for an XRP ETF,Neutral,https://cryptopanic.com/news/20720082/SEC-seeks-public-comments-for-WisdomTrees-proposal-for-an-XRP-ETF?mtm_campaign=API-OFA,2/19/2025,19:13:22,2.41,0.999500155,Neutral,0.889282703
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,Neutral,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,2/19/2025,17:28:08,2.41,0.994310975,Neutral,0.873458683
"Donald Trump turns pro-XRP, shares Ripple Labs reports on Truth Social",Neutral,https://cryptopanic.com/news/20718580/Donald-Trump-turns-pro-XRP-shares-Ripple-Labs-reports-on-Truth-Social?mtm_campaign=API-OFA,2/19/2025,14:00:23,2.41,0.999995947,Bullish,0.559337258
Are XRP and DOGE Preparing for 25% Price Moves?,Neutral,https://cryptopanic.com/news/20724564/Are-XRP-and-DOGE-Preparing-for-25-Price-Moves?mtm_campaign=API-OFA,2/20/2025,15:10:57,2.6877,0.996866643,Bullish,0.507425129
First-Ever Spot XRP ETF Gets Green Light in Brazil,Neutral,https://cryptopanic.com/news/20721057/First-Ever-Spot-XRP-ETF-Gets-Green-Light-in-Brazil?mtm_campaign=API-OFA,2/20/2025,0:16:02,2.6877,0.881374419,Bullish,0.588484704
Are XRP and DOGE Preparing for 25% Price Moves?,Neutral,https://cryptopanic.com/news/20724564/Are-XRP-and-DOGE-Preparing-for-25-Price-Moves?mtm_campaign=API-OFA,2/20/2025,15:10:57,2.6877,0.996866643,Bullish,0.507425129
First-Ever Spot XRP ETF Gets Green Light in Brazil,Neutral,https://cryptopanic.com/news/20721057/First-Ever-Spot-XRP-ETF-Gets-Green-Light-in-Brazil?mtm_campaign=API-OFA,2/20/2025,0:16:02,2.6877,0.881374419,Bullish,0.588484704
Are XRP and DOGE Preparing for 25% Price Moves?,Neutral,https://cryptopanic.com/news/20724564/Are-XRP-and-DOGE-Preparing-for-25-Price-Moves?mtm_campaign=API-OFA,2/20/2025,15:10:57,2.6877,0.996866643,Bullish,0.507425129
First-Ever Spot XRP ETF Gets Green Light in Brazil,Neutral,https://cryptopanic.com/news/20721057/First-Ever-Spot-XRP-ETF-Gets-Green-Light-in-Brazil?mtm_campaign=API-OFA,2/20/2025,0:16:02,2.6877,0.881374419,Bullish,0.588484704
Are XRP and DOGE Preparing for 25% Price Moves?,Neutral,https://cryptopanic.com/news/20724564/Are-XRP-and-DOGE-Preparing-for-25-Price-Moves?mtm_campaign=API-OFA,2/20/2025,15:10:57,2.41,0.996866643,Bullish,0.507425129
First-Ever Spot XRP ETF Gets Green Light in Brazil,Neutral,https://cryptopanic.com/news/20721057/First-Ever-Spot-XRP-ETF-Gets-Green-Light-in-Brazil?mtm_campaign=API-OFA,2/20/2025,0:16:02,2.41,0.881374419,Bullish,0.588484704
Are XRP and DOGE Preparing for 25% Price Moves?,Neutral,https://cryptopanic.com/news/20724564/Are-XRP-and-DOGE-Preparing-for-25-Price-Moves?mtm_campaign=API-OFA,2/20/2025,15:10:57,2.41,0.996866643,Bullish,0.507425129
First-Ever Spot XRP ETF Gets Green Light in Brazil,Neutral,https://cryptopanic.com/news/20721057/First-Ever-Spot-XRP-ETF-Gets-Green-Light-in-Brazil?mtm_campaign=API-OFA,2/20/2025,0:16:02,2.41,0.881374419,Bullish,0.588484704
Litecoin (LTC) on Verge of Repeating XRP and Solana (SOL) Success,Positive,https://cryptopanic.com/news/20728220/Litecoin-LTC-on-Verge-of-Repeating-XRP-and-Solana-SOL-Success?mtm_campaign=API-OFA,2/21/2025,9:36:00,2.5721,0.999996901,Bullish,0.55995661
Litecoin (LTC) on Verge of Repeating XRP and Solana (SOL) Success,Positive,https://cryptopanic.com/news/20728220/Litecoin-LTC-on-Verge-of-Repeating-XRP-and-Solana-SOL-Success?mtm_campaign=API-OFA,2/21/2025,9:36:00,2.5721,0.999996901,Bullish,0.55995661
Coinbase CEO’s Hot Take: Bitcoin Is Basically A ‘Meme Coin’,Neutral,https://cryptopanic.com/news/20731508/Coinbase-CEOs-Hot-Take-Bitcoin-Is-Basically-A-Meme-Coin?mtm_campaign=API-OFA,2/21/2025,21:00:16,2.5721,0.999996901,Bullish,0.390158415
Litecoin (LTC) on Verge of Repeating XRP and Solana (SOL) Success,Positive,https://cryptopanic.com/news/20728220/Litecoin-LTC-on-Verge-of-Repeating-XRP-and-Solana-SOL-Success?mtm_campaign=API-OFA,2/21/2025,9:36:00,2.5721,0.999996901,Bullish,0.55995661
Litecoin (LTC) on Verge of Repeating XRP and Solana (SOL) Success,Positive,https://cryptopanic.com/news/20728220/Litecoin-LTC-on-Verge-of-Repeating-XRP-and-Solana-SOL-Success?mtm_campaign=API-OFA,2/21/2025,9:36:00,2.41,0.999996901,Bullish,0.55995661
Coinbase CEO’s Hot Take: Bitcoin Is Basically A ‘Meme Coin’,Neutral,https://cryptopanic.com/news/20731508/Coinbase-CEOs-Hot-Take-Bitcoin-Is-Basically-A-Meme-Coin?mtm_campaign=API-OFA,2/21/2025,21:00:16,2.41,0.999996901,Bullish,0.390158415
Litecoin (LTC) on Verge of Repeating XRP and Solana (SOL) Success,Positive,https://cryptopanic.com/news/20728220/Litecoin-LTC-on-Verge-of-Repeating-XRP-and-Solana-SOL-Success?mtm_campaign=API-OFA,2/21/2025,9:36:00,2.41,0.999996901,Bullish,0.55995661
Buy alert: XRP set for a major price move,Positive,https://cryptopanic.com/news/20735901/Buy-alert-XRP-set-for-a-major-price-move?mtm_campaign=API-OFA,2/23/2025,12:46:07,2.5763,0.999998927,Bullish,0.629288554
XRP Ledger unveils institutional DeFi roadmap,Neutral,https://cryptopanic.com/news/20752603/XRP-Ledger-unveils-institutional-DeFi-roadmap?mtm_campaign=API-OFA,2/26/2025,18:46:49,2.1982,0.999933481,Neutral,0.872919142
WisdomTree XRP ETF countdown begins as Federal Register publishes filing,Neutral,https://cryptopanic.com/news/20752580/WisdomTree-XRP-ETF-countdown-begins-as-Federal-Register-publishes-filing?mtm_campaign=API-OFA,2/26/2025,18:43:37,2.1982,0.999999285,Bullish,0.546835124
XRP Ledger unveils institutional DeFi roadmap,Neutral,https://cryptopanic.com/news/20752603/XRP-Ledger-unveils-institutional-DeFi-roadmap?mtm_campaign=API-OFA,2/26/2025,18:46:49,2.1982,0.999933481,Neutral,0.872919142
WisdomTree XRP ETF countdown begins as Federal Register publishes filing,Neutral,https://cryptopanic.com/news/20752580/WisdomTree-XRP-ETF-countdown-begins-as-Federal-Register-publishes-filing?mtm_campaign=API-OFA,2/26/2025,18:43:37,2.1982,0.999999285,Bullish,0.546835124
XRP Ledger unveils institutional DeFi roadmap,Neutral,https://cryptopanic.com/news/20752603/XRP-Ledger-unveils-institutional-DeFi-roadmap?mtm_campaign=API-OFA,2/26/2025,18:46:49,2.1982,0.999933481,Neutral,0.872919142
WisdomTree XRP ETF countdown begins as Federal Register publishes filing,Neutral,https://cryptopanic.com/news/20752580/WisdomTree-XRP-ETF-countdown-begins-as-Federal-Register-publishes-filing?mtm_campaign=API-OFA,2/26/2025,18:43:37,2.1982,0.999999285,Bullish,0.546835124
XRP Ledger unveils institutional DeFi roadmap,Neutral,https://cryptopanic.com/news/20752603/XRP-Ledger-unveils-institutional-DeFi-roadmap?mtm_campaign=API-OFA,2/26/2025,18:46:49,2.41,0.999933481,Neutral,0.872919142
WisdomTree XRP ETF countdown begins as Federal Register publishes filing,Neutral,https://cryptopanic.com/news/20752580/WisdomTree-XRP-ETF-countdown-begins-as-Federal-Register-publishes-filing?mtm_campaign=API-OFA,2/26/2025,18:43:37,2.41,0.999999285,Bullish,0.546835124
XRP Ledger unveils institutional DeFi roadmap,Neutral,https://cryptopanic.com/news/20752603/XRP-Ledger-unveils-institutional-DeFi-roadmap?mtm_campaign=API-OFA,2/26/2025,18:46:49,2.41,0.999933481,Neutral,0.872919142
WisdomTree XRP ETF countdown begins as Federal Register publishes filing,Neutral,https://cryptopanic.com/news/20752580/WisdomTree-XRP-ETF-countdown-begins-as-Federal-Register-publishes-filing?mtm_campaign=API-OFA,2/26/2025,18:43:37,2.41,0.999999285,Bullish,0.546835124
"Ripple Partners with BDACS for Institutional Custody of XRP and RLUSD in South Korea on February 27, 2025",Neutral,https://cryptopanic.com/news/20758604/Ripple-Partners-with-BDACS-for-Institutional-Custody-of-XRP-and-RLUSD-in-South-Korea-on-February-27-2025?mtm_campaign=API-OFA,2/27/2025,19:30:36,2.1985,0.999993682,Bullish,0.526818931
XRP News Today: Ripple now partners up with BDACS,Neutral,https://cryptopanic.com/news/20759718/XRP-News-Today-Ripple-now-partners-up-with-BDACS?mtm_campaign=API-OFA,2/28/2025,0:39:05,2.1453,0.999988079,Neutral,0.5126881
XRP News Today: Ripple now partners up with BDACS,Neutral,https://cryptopanic.com/news/20759718/XRP-News-Today-Ripple-now-partners-up-with-BDACS?mtm_campaign=API-OFA,2/28/2025,0:39:05,2.1453,0.999988079,Neutral,0.5126881
XRP News Today: Ripple now partners up with BDACS,Neutral,https://cryptopanic.com/news/20759718/XRP-News-Today-Ripple-now-partners-up-with-BDACS?mtm_campaign=API-OFA,2/28/2025,0:39:05,2.41,0.999988079,Neutral,0.5126881
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",Neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,3/2/2025,19:31:52,2.41,0.999990702,Neutral,0.735193789
Ripple’s XRP Bulls Show Dominant Presence as Bears Get Rejected at Major 2017-2018 Support Level,Positive,https://cryptopanic.com/news/20769950/Ripples-XRP-Bulls-Show-Dominant-Presence-as-Bears-Get-Rejected-at-Major-2017-2018-Support-Level?mtm_campaign=API-OFA,3/2/2025,19:10:28,2.41,0.999425769,Neutral,0.631858289
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",Negative,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,3/2/2025,17:20:45,2.41,0.997106969,Neutral,0.499169648
"Breaking: Trump Announces U.S. Crypto Strategic Reserve Including XRP, SOL, ADA, BTC, and ETH",Neutral,https://cryptopanic.com/news/20769643/Breaking-Trump-Announces-US-Crypto-Strategic-Reserve-Including-XRP-SOL-ADA-BTC-and-ETH?mtm_campaign=API-OFA,3/2/2025,17:11:40,2.41,0.995677292,Neutral,0.534079611
Trump says Bitcoin and Ethereum will be included in US crypto reserve,Neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,3/2/2025,16:46:55,2.41,0.999987721,Neutral,0.651403427
"President Trump announces a Crypto Strategic Reserve that includes XRP, SOL, and ADA",Neutral,https://cryptopanic.com/news/20769419/President-Trump-announces-a-Crypto-Strategic-Reserve-that-includes-XRP-SOL-and-ADA?mtm_campaign=API-OFA,3/2/2025,16:01:45,2.41,0.999983788,Neutral,0.51837039
"Trump directs working group to ‘move forward’ on SOL, XRP, and ADA Crypto Strategic Reserve",Neutral,https://cryptopanic.com/news/20769328/Trump-directs-working-group-to-move-forward-on-SOL-XRP-and-ADA-Crypto-Strategic-Reserve?mtm_campaign=API-OFA,3/2/2025,15:47:32,2.41,0.99999404,Neutral,0.76990962
